Dropoff Community Area,Ride Date,Total Number of Rides,Average Ride Length
1,07/29/2014,254,5.242559055118108
1,10/23/2014,254,5.431259842519682
1,10/23/2013,155,4.864709677419355
1,07/29/2013,131,5.3773282442748105
1,07/29/2016,251,5.814860557768925
1,07/29/2015,249,5.402971887550199
1,07/29/2017,86,4.92453488372093
1,11/17/2013,314,4.268312101910828
1,11/17/2014,272,5.129485294117652
1,11/17/2015,192,5.660052083333333
1,11/17/2016,140,5.949285714285713
1,03/02/2013,299,6.381638795986618
1,08/07/2013,138,4.98985507246377
1,03/02/2015,281,4.978932384341642
1,08/07/2014,232,5.290689655172412
1,03/02/2014,448,4.389575892857143
1,08/07/2015,302,5.543079470198675
1,08/07/2016,212,4.879999999999999
1,03/02/2017,139,5.819136690647482
1,03/02/2016,195,5.037794871794874
1,04/30/2013,115,6.463391304347831
1,04/30/2017,112,5.3173214285714305
1,04/30/2016,266,8.711203007518794
1,04/30/2015,318,6.019245283018866
1,04/30/2014,300,4.879299999999998
1,09/02/2013,189,4.737724867724866
1,09/02/2014,231,5.134935064935065
1,09/02/2015,266,4.912894736842104
1,09/02/2016,171,4.938888888888889
1,02/24/2016,194,5.033453608247422
1,01/13/2017,119,5.413025210084033
1,02/24/2015,280,5.917714285714281
1,01/13/2016,192,4.444739583333333
1,02/24/2014,281,4.578754448398578
1,01/13/2015,239,5.031046025104604
1,02/24/2013,284,5.732746478873236
1,01/13/2014,238,5.174495798319325
1,02/24/2017,161,5.673975155279503
1,10/06/2013,243,4.5974485596707835
1,09/18/2016,210,6.781523809523815
1,10/06/2015,277,7.761407942238268
1,10/06/2014,265,5.673169811320754
1,09/18/2015,346,5.8856936416184995
1,01/13/2013,220,8.954318181818177
1,09/18/2014,275,5.722181818181821
1,10/06/2016,153,6.226078431372546
1,09/18/2013,157,6.752420382165612
1,06/11/2015,279,5.684408602150537
1,06/11/2016,326,4.643711656441717
1,06/11/2017,154,5.574805194805193
1,06/11/2013,122,4.003852459016396
1,06/11/2014,293,5.1173378839590455
1,06/26/2017,103,5.839320388349516
1,06/26/2015,296,5.286317567567564
1,05/15/2017,111,5.997657657657658
1,06/26/2016,310,5.196774193548385
1,05/15/2016,256,8.889531249999994
1,06/26/2013,137,4.383065693430659
1,05/15/2015,365,5.5422465753424675
1,05/15/2014,287,5.015818815331011
1,06/26/2014,311,5.7076848874598065
1,05/15/2013,154,6.982337662337664
1,08/15/2013,174,6.008218390804597
1,08/15/2014,313,5.805207667731624
1,08/15/2015,358,4.530921787709505
1,08/15/2016,163,5.401411042944784
1,04/22/2017,160,5.555437499999996
1,07/21/2016,177,4.940395480225991
1,07/21/2015,223,5.50641255605381
1,07/21/2014,258,5.005077519379844
1,07/21/2013,249,4.719236947791164
1,04/22/2015,303,5.2027722772277185
1,04/22/2016,241,9.41261410788382
1,04/22/2013,124,4.409354838709678
1,04/22/2014,300,6.021866666666668
1,07/21/2017,108,5.505277777777775
1,04/28/2014,289,5.14951557093426
1,04/28/2013,202,5.527970297029705
1,09/10/2013,121,5.594297520661155
1,09/10/2014,329,5.606747720364741
1,09/10/2015,179,6.113128491620113
1,09/10/2016,190,4.252052631578948
1,01/21/2013,171,10.575438596491225
1,01/21/2014,217,4.796682027649771
1,01/21/2015,213,5.4735211267605655
1,01/21/2016,235,5.165148936170214
1,01/21/2017,122,5.347213114754097
1,01/30/2017,97,6.08340206185567
1,09/20/2016,151,5.25430463576159
1,09/20/2015,353,5.787450424929174
1,09/20/2014,459,5.1124836601307155
1,01/30/2014,218,5.298027522935777
1,09/20/2013,196,5.146428571428572
1,01/30/2013,136,9.23110294117647
1,01/30/2016,245,4.155346938775511
1,01/30/2015,327,5.360336391437304
1,08/24/2013,304,3.9011513157894737
1,08/24/2014,444,6.633986486486491
1,06/10/2013,157,6.788407643312099
1,06/10/2017,175,5.135714285714285
1,06/10/2016,246,5.621626016260163
1,06/10/2015,257,5.358443579766535
1,06/10/2014,267,5.091835205992507
1,08/24/2015,257,8.91665369649806
1,08/24/2016,165,5.920242424242424
1,10/24/2013,207,5.1386473429951725
1,10/24/2014,334,6.214640718562877
1,08/25/2016,163,6.331779141104294
1,10/24/2015,292,4.8497602739726045
1,05/06/2016,259,4.890463320463324
1,05/06/2017,193,4.740932642487045
1,05/06/2014,292,4.796335616438357
1,05/06/2015,309,5.710970873786407
1,06/03/2013,146,6.18123287671233
1,08/25/2014,230,5.6080434782608695
1,06/03/2017,139,4.4384892086330945
1,08/25/2015,205,11.780243902439024
1,06/03/2016,217,5.112442396313367
1,06/03/2015,281,5.766903914590753
1,06/03/2014,309,5.285210355987056
1,08/25/2013,269,5.265167286245353
1,04/12/2014,439,4.861025056947608
1,04/12/2015,440,5.082340909090911
1,04/12/2016,241,4.917053941908715
1,04/12/2017,115,5.736347826086955
1,05/23/2016,182,14.14032967032966
1,05/23/2015,485,4.793855670103092
1,05/23/2014,403,4.818287841191067
1,05/23/2013,182,6.719120879120875
1,04/12/2013,218,5.514908256880735
1,05/23/2017,134,5.394029850746269
1,06/01/2014,488,4.769569672131148
1,06/01/2015,309,5.896504854368936
1,06/01/2013,233,6.312446351931325
1,06/01/2016,172,6.170406976744186
1,06/01/2017,110,6.205181818181824
1,05/08/2017,114,5.394561403508775
1,05/08/2016,264,10.672462121212126
1,10/24/2016,126,4.720000000000001
1,03/17/2013,295,7.646508474576273
1,03/17/2014,266,5.0781578947368455
1,03/17/2015,266,5.527218045112783
1,01/03/2014,264,4.152840909090909
1,01/03/2013,110,10.458181818181817
1,11/11/2016,197,6.059746192893403
1,11/11/2015,216,6.038472222222218
1,11/11/2014,213,5.141314553990614
1,11/11/2013,196,7.221632653061227
1,03/27/2017,116,6.322758620689657
1,03/27/2015,370,5.76454054054054
1,03/27/2016,308,5.1403896103896045
1,09/12/2015,346,5.4686705202312105
1,03/27/2013,148,6.497702702702702
1,03/27/2014,312,5.75849358974359
1,09/12/2016,75,4.960000000000001
1,09/12/2013,163,4.473312883435582
1,09/12/2014,377,5.5455172413793115
1,01/03/2016,221,5.347194570135746
1,01/03/2015,315,5.301714285714283
1,01/03/2017,128,5.266640624999998
1,03/17/2016,203,6.983251231527095
1,05/06/2013,131,4.747328244274809
1,03/17/2017,180,5.180166666666665
1,08/17/2015,294,5.893163265306118
1,08/17/2016,156,5.449807692307691
1,08/17/2013,286,5.512097902097893
1,08/17/2014,399,4.77799498746867
1,10/29/2013,136,7.009264705882358
1,10/29/2014,261,5.686321839080462
1,10/29/2015,239,6.879581589958157
1,10/29/2016,240,4.979416666666666
1,05/16/2017,85,5.314588235294116
1,05/16/2013,157,7.05579617834395
1,05/16/2014,374,4.884438502673794
1,05/16/2015,490,5.2118979591836725
1,05/16/2016,144,48.578958333333325
1,11/01/2015,539,6.010909090909094
1,11/01/2014,578,4.72214532871972
1,11/01/2016,139,5.30496402877698
1,12/18/2013,252,4.7981349206349195
1,12/18/2014,308,5.62931818181818
1,03/12/2017,186,6.11693548387097
1,03/12/2016,419,7.66610978520286
1,11/01/2013,311,3.659003215434085
1,03/12/2015,320,5.085124999999995
1,03/12/2014,271,5.2152767527675294
1,03/12/2013,151,6.1562913907284775
1,12/18/2015,317,12.991640378548906
1,12/18/2016,158,5.3544303797468356
1,05/08/2015,422,5.552061611374409
1,05/08/2014,318,5.781006289308175
1,05/08/2013,171,6.4195906432748595
1,12/28/2013,300,5.148699999999998
1,12/28/2014,335,6.181462686567163
1,12/28/2015,222,6.222207207207208
1,12/28/2016,125,6.806959999999998
1,10/14/2014,271,8.753985239852398
1,10/14/2013,168,5.267857142857144
1,10/14/2016,158,6.454367088607595
1,10/14/2015,224,5.41200892857143
1,02/07/2015,506,5.1246245059288515
1,02/07/2014,602,3.6740365448504915
1,02/07/2017,99,5.470000000000002
1,02/07/2016,261,4.5106130268199225
1,02/07/2013,154,7.750000000000003
1,01/23/2015,288,5.41746527777778
1,01/23/2016,289,9.57384083044983
1,01/23/2013,143,9.616083916083918
1,01/23/2014,235,4.415106382978726
1,01/23/2017,97,6.024432989690721
1,01/06/2014,228,5.519692982456138
1,01/06/2015,290,5.491965517241382
1,01/06/2016,185,4.7784864864864875
1,01/06/2017,152,5.173289473684211
1,12/02/2016,173,5.256358381502893
1,02/17/2016,210,5.5796666666666646
1,02/17/2015,336,5.416726190476187
1,12/02/2014,252,5.803571428571429
1,02/17/2014,290,5.046896551724137
1,02/17/2013,273,7.731355311355309
1,12/02/2015,215,6.369813953488371
1,01/06/2013,151,7.247019867549668
1,05/10/2017,123,6.376910569105691
1,05/10/2016,185,12.69448648648649
1,05/10/2015,382,5.3295811518324605
1,05/10/2014,507,4.668934911242605
1,05/10/2013,231,6.2070562770562745
1,12/02/2013,222,5.862972972972973
1,07/27/2013,225,3.778177777777778
1,02/17/2017,125,6.147519999999998
1,07/27/2014,432,5.039699074074077
1,07/27/2015,220,5.83727272727273
1,07/27/2016,190,5.268526315789476
1,07/27/2017,71,5.576619718309859
1,09/08/2013,258,3.6932945736434126
1,11/24/2015,183,5.1343169398907085
1,11/24/2016,145,4.319655172413793
1,09/08/2015,173,5.3073410404624255
1,09/08/2014,251,5.780199203187251
1,07/11/2014,327,5.242538226299695
1,08/22/2013,207,4.18951690821256
1,07/11/2015,376,9.116755319148938
1,08/22/2014,382,5.649162303664918
1,09/08/2016,128,5.4207812499999966
1,07/11/2016,168,8.551011904761904
1,09/25/2016,220,5.778772727272726
1,08/22/2015,343,4.644664723032069
1,08/22/2016,164,4.970914634146342
1,09/25/2015,281,6.052633451957295
1,07/11/2017,75,5.9934666666666665
1,09/25/2014,286,6.610104895104899
1,09/25/2013,141,4.15709219858156
1,07/11/2013,146,5.170821917808218
1,11/24/2013,338,3.679408284023667
1,11/24/2014,297,4.935252525252525
1,10/01/2014,287,5.8309059233449485
1,10/01/2013,161,3.5706211180124208
1,04/18/2017,126,6.516269841269842
1,04/18/2016,187,5.372192513368984
1,03/07/2017,111,5.809099099099098
1,05/13/2015,282,5.829929078014185
1,05/13/2014,254,5.898307086614172
1,05/13/2017,123,5.7976422764227635
1,05/13/2016,325,8.32175384615384
1,03/07/2014,319,4.7828213166144184
1,03/07/2013,200,5.186800000000002
1,03/07/2016,180,5.810999999999999
1,05/13/2013,125,5.962800000000002
1,03/07/2015,548,5.200291970802917
1,12/05/2014,315,5.47806349206349
1,12/05/2013,216,5.183981481481483
1,12/05/2016,127,4.679842519685042
1,12/05/2015,308,4.432954545454544
1,02/14/2015,545,4.608110091743118
1,02/14/2014,435,5.157793103448272
1,02/14/2017,93,6.105806451612904
1,02/14/2016,301,5.519102990033221
1,10/21/2014,224,5.5335267857142885
1,10/21/2013,153,4.678169934640523
1,01/26/2013,255,7.88003921568627
1,01/26/2014,345,4.828173913043477
1,10/21/2016,164,5.513109756097561
1,10/21/2015,218,6.210137614678894
1,01/26/2015,249,6.002289156626503
1,01/26/2016,162,4.8356172839506195
1,01/26/2017,105,6.048095238095233
1,02/14/2013,152,8.685657894736847
1,04/02/2017,142,4.522323943661969
1,04/02/2015,282,5.411595744680852
1,04/02/2016,291,4.72171821305842
1,04/02/2013,141,5.953191489361706
1,04/18/2013,155,7.8893548387096795
1,04/02/2014,257,4.70038910505837
1,04/18/2015,435,4.58880459770115
1,04/18/2014,350,5.065771428571427
1,10/01/2016,210,4.5850952380952394
1,02/04/2014,190,4.392947368421056
1,10/01/2015,256,5.288750000000003
1,02/04/2013,156,8.903910256410253
1,06/16/2013,226,5.50548672566372
1,06/16/2014,277,5.3780505415162505
1,06/16/2015,312,6.0382371794871785
1,12/15/2016,172,5.272906976744186
1,06/16/2016,187,6.3584491978609625
1,06/16/2017,118,6.093813559322032
1,07/14/2017,117,6.302222222222222
1,09/05/2015,345,4.537362318840575
1,09/05/2016,138,5.7118115942029
1,09/05/2013,136,4.654926470588237
1,09/05/2014,357,4.7906442577030806
1,07/14/2016,201,8.825124378109454
1,02/04/2017,145,5.179931034482762
1,07/14/2015,176,5.677045454545452
1,02/04/2016,211,5.162037914691943
1,07/14/2014,237,4.954303797468353
1,07/14/2013,254,3.983543307086613
1,02/04/2015,306,5.18441176470588
1,07/31/2013,146,5.641849315068494
1,07/31/2015,333,5.727537537537537
1,07/31/2014,301,5.780265780730893
1,07/31/2017,75,5.702
1,07/31/2016,238,4.911008403361346
1,02/21/2014,343,4.336472303206997
1,02/21/2015,487,4.922217659137579
1,02/21/2016,291,6.353127147766323
1,02/21/2017,119,5.825378151260507
1,02/21/2013,167,7.059940119760476
1,04/28/2017,161,6.35913043478261
1,04/28/2016,230,5.538347826086958
1,04/28/2015,266,5.597593984962404
1,01/09/2015,420,5.104119047619047
1,01/09/2016,247,4.454696356275305
1,01/09/2013,93,13.372043010752694
1,01/09/2014,308,4.064415584415584
1,01/09/2017,97,5.85381443298969
1,07/04/2015,348,9.204856321839081
1,01/19/2013,207,6.393719806763285
1,10/31/2015,525,5.00773333333333
1,10/31/2014,413,4.82147699757869
1,07/04/2014,403,5.743449131513645
1,09/15/2016,81,5.746913580246915
1,10/31/2013,239,4.126108786610877
1,01/19/2015,226,5.5252654867256625
1,07/04/2017,80,4.8215
1,07/04/2016,217,5.692672811059906
1,01/19/2014,373,4.4842895442359225
1,01/19/2017,127,5.623307086614174
1,01/19/2016,195,4.661589743589745
1,07/04/2013,213,3.8612676056338024
1,10/31/2016,139,5.361726618705034
1,09/15/2013,279,4.416200716845877
1,09/15/2015,207,5.555217391304348
1,09/15/2014,221,5.379638009049777
1,11/27/2016,182,7.334230769230768
1,01/29/2017,136,4.687794117647056
1,11/27/2015,184,5.0951086956521765
1,01/29/2016,215,5.515906976744186
1,11/27/2014,282,4.4947163120567355
1,01/29/2015,284,5.89401408450704
1,01/29/2014,218,4.948807339449542
1,11/27/2013,210,3.858666666666663
1,01/29/2013,130,10.203615384615384
1,06/09/2016,165,6.054909090909091
1,09/28/2015,222,5.5957207207207205
1,09/28/2014,409,5.418092909535451
1,06/09/2017,108,5.605462962962964
1,09/28/2016,160,5.8585625
1,09/28/2013,264,5.054621212121211
1,02/11/2017,129,4.471860465116281
1,02/11/2015,249,5.882771084337349
1,02/11/2016,210,5.808190476190475
1,07/24/2013,133,7.005639097744364
1,02/11/2013,135,6.43962962962963
1,02/11/2014,245,4.875959183673469
1,06/09/2013,243,4.7804938271604955
1,06/09/2014,249,5.018634538152608
1,07/24/2015,306,6.237222222222217
1,06/09/2015,247,5.311862348178137
1,07/24/2014,310,4.967967741935488
1,07/24/2017,78,6.735256410256409
1,07/24/2016,237,5.383037974683543
1,11/07/2014,299,6.1921070234113635
1,11/07/2015,441,4.652721088435374
1,11/07/2013,211,5.566350710900476
1,11/07/2016,129,5.7527906976744205
1,06/19/2014,305,5.930032786885245
1,04/15/2015,312,6.149230769230774
1,02/01/2013,201,5.497363184079601
1,04/15/2016,284,4.927605633802813
1,06/19/2013,144,4.642430555555556
1,05/20/2013,140,5.861785714285715
1,04/15/2013,147,7.123061224489794
1,02/01/2014,393,4.15150127226463
1,02/01/2015,410,4.236975609756099
1,04/05/2013,214,7.577803738317754
1,04/15/2014,295,5.050983050847454
1,06/29/2015,309,5.400614886731389
1,02/01/2016,214,4.413785046728971
1,06/29/2014,602,4.444617940199337
1,02/01/2017,114,5.774912280701755
1,04/15/2017,165,4.498787878787878
1,06/29/2017,107,5.622523364485985
1,06/29/2016,193,7.01274611398964
1,12/22/2015,218,5.064770642201833
1,12/22/2014,307,4.627328990228015
1,12/22/2013,315,4.4933650793650814
1,05/20/2015,284,5.7896830985915475
1,05/20/2014,274,5.197189781021896
1,05/20/2017,140,5.6909285714285724
1,05/20/2016,244,9.310737704918035
1,12/22/2016,123,6.338536585365858
1,06/29/2013,223,4.281524663677131
1,04/05/2014,527,4.474041745730549
1,04/05/2015,355,4.421971830985916
1,06/19/2017,89,6.099325842696629
1,06/19/2016,286,5.5189160839160865
1,04/05/2016,187,12.656310160427802
1,06/19/2015,369,5.3976151761517634
1,04/05/2017,132,5.127954545454548
1,05/30/2016,210,5.438333333333335
1,05/30/2015,493,3.883326572008113
1,05/30/2014,359,4.962952646239556
1,05/30/2013,153,6.1022222222222275
1,12/12/2013,250,4.9270799999999975
1,12/12/2014,370,5.488081081081078
1,12/12/2015,358,4.4647486033519534
1,05/30/2017,95,5.016947368421052
1,12/12/2016,125,5.301440000000001
2,03/31/2015,175,5.5736000000000026
2,03/31/2014,211,4.4351184834123245
2,03/31/2013,172,6.819767441860463
2,02/03/2013,183,11.77579234972677
2,03/31/2017,164,4.602682926829271
2,03/31/2016,178,4.470898876404492
2,09/06/2016,137,4.952700729927006
2,09/06/2015,313,4.380798722044729
2,09/06/2014,330,4.042242424242422
2,09/06/2013,158,4.739113924050634
2,05/19/2014,201,5.04875621890547
2,10/11/2016,121,4.432479338842976
2,05/19/2015,192,5.040729166666666
2,10/11/2015,262,4.9450763358778635
2,10/11/2014,333,3.3301201201201223
2,05/19/2013,169,5.12183431952663
2,02/19/2016,245,8.634489795918366
2,02/19/2015,235,4.765787234042554
2,08/12/2013,128,4.399296875
2,02/19/2017,86,4.798837209302325
2,02/19/2014,188,4.431436170212765
2,02/19/2013,111,6.1927927927927975
2,05/19/2016,141,7.32170212765957
2,05/19/2017,135,8.228814814814811
2,08/12/2016,191,5.088324607329845
2,08/12/2014,213,4.7514084507042265
2,08/12/2015,194,6.2091752577319586
2,02/03/2016,176,4.97068181818182
2,04/25/2013,134,4.383358208955224
2,02/03/2017,125,4.539360000000001
2,02/03/2014,213,3.7460093896713618
2,04/25/2015,258,4.705736434108526
2,02/03/2015,288,4.370798611111111
2,04/25/2014,325,4.958584615384615
2,04/25/2017,83,7.193012048192769
2,04/25/2016,153,13.602026143790859
2,05/03/2017,131,5.256641221374044
2,05/03/2016,161,5.138385093167699
2,05/03/2015,283,4.347208480565371
2,05/03/2014,314,8.62767515923566
2,05/03/2013,145,6.346896551724141
2,08/28/2014,216,4.60351851851852
2,08/28/2013,119,4.512605042016807
2,08/28/2016,143,5.123216783216786
2,08/28/2015,205,5.53185365853659
2,10/18/2014,441,3.809319727891159
2,05/12/2017,119,5.009327731092437
2,10/18/2013,201,3.962786069651739
2,10/18/2016,109,4.998440366972476
2,10/18/2015,239,5.22376569037657
2,01/25/2014,213,3.7864788732394365
2,01/25/2013,142,6.652394366197186
2,05/12/2013,131,6.079083969465649
2,05/12/2014,186,4.409569892473119
2,05/12/2015,215,4.818883720930234
2,05/12/2016,160,11.982999999999999
2,01/16/2015,285,4.4230526315789485
2,01/16/2016,189,4.1525396825396825
2,01/16/2013,112,5.050892857142857
2,01/16/2014,201,4.0737313432835816
2,01/25/2017,107,4.447289719626168
2,01/25/2016,170,4.6654117647058815
2,01/25/2015,242,4.6597107438016545
2,11/05/2013,153,6.080915032679737
2,11/05/2014,243,4.7994238683127595
2,11/05/2015,211,4.943981042654029
2,11/05/2016,158,3.9303164556962047
2,08/19/2013,150,3.4126
2,08/19/2014,233,4.492145922746781
2,08/19/2015,198,4.814242424242427
2,08/19/2016,141,5.398297872340426
2,05/28/2014,182,5.351813186813189
2,05/28/2015,231,5.205151515151517
2,05/28/2016,168,5.387678571428572
2,05/28/2017,95,4.275157894736843
2,03/06/2013,126,6.853730158730159
2,03/06/2015,287,4.445331010452964
2,03/06/2014,217,4.1632258064516146
2,12/24/2014,227,4.938722466960353
2,12/24/2015,178,4.715617977528089
2,10/02/2016,148,4.26
2,12/24/2016,127,4.32976377952756
2,02/12/2015,262,5.657862595419845
2,02/12/2014,201,3.989154228855722
2,02/12/2013,122,5.458032786885249
2,02/12/2017,94,4.141914893617021
2,02/12/2016,215,4.187720930232559
2,11/14/2016,113,4.824778761061947
2,01/16/2017,113,5.78982300884956
2,11/14/2014,379,4.655567282321901
2,11/14/2015,237,4.5742194092826995
2,11/14/2013,159,4.301006289308174
2,02/28/2017,115,4.7766086956521745
2,10/02/2013,129,4.655193798449611
2,10/02/2015,216,5.034814814814815
2,12/24/2013,160,3.598875000000001
2,10/02/2014,251,4.9272908366533885
2,10/27/2013,211,3.709336492890997
2,10/27/2014,275,4.778254545454543
2,10/27/2015,203,4.963152709359607
2,10/27/2016,130,4.847846153846156
2,06/06/2015,330,4.349151515151513
2,06/06/2016,144,4.950069444444446
2,06/06/2013,117,5.404188034188035
2,06/06/2014,249,4.675983935742973
2,07/09/2016,190,5.196
2,07/09/2015,184,4.738152173913045
2,06/06/2017,74,7.2948648648648655
2,07/09/2017,93,5.645806451612905
2,10/11/2013,140,3.176642857142859
2,10/20/2013,208,3.7293269230769237
2,10/20/2014,271,4.335055350553505
2,10/20/2015,204,5.3742647058823545
2,10/20/2016,154,5.0285714285714285
2,07/09/2014,176,4.5025568181818185
2,07/09/2013,103,3.991747572815534
2,03/06/2017,106,5.0438679245283025
2,03/06/2016,182,4.334395604395604
2,11/21/2013,145,4.438620689655173
2,11/21/2015,213,4.015821596244135
2,11/21/2014,264,5.038749999999999
2,11/21/2016,113,4.636814159292034
2,03/29/2017,136,4.854926470588235
2,12/15/2015,237,5.04966244725738
2,12/15/2014,188,4.2896808510638325
2,12/15/2013,264,3.877007575757574
2,09/22/2013,161,3.584534161490685
2,09/22/2014,328,3.8687804878048766
2,09/22/2015,160,5.367437500000001
